GEO_ID;GEO_ID_F;NAME;NAICS2017;ciiu4;grupo;NAICS2017_F;NAICS2017_LABEL;YEAR;RCPTOT;RCPTOT_S;PAYANN;PAYANN_S;EMP;EMP_S;EMPQ1PW;EMPQ1PW_S;HOURS;HOURS_S;PAYANPW;PAYANPW_S;CSTMTOT;CSTMTOT_S;CSTMPRT;CSTMPRT_S;CSTRSL;CSTRSL_S;CSTFU;CSTFU_S;CSTELEC;CSTELEC_S;CSTCNT;CSTCNT_S;ELECPCH;ELECPCH_S;ELECGEN;ELECGEN_S;ELECSLD;ELECSLD_S;VALADD;VALADD_S;INVTOTB;INVTOTB_S;INVFINB;INVFINB_S;INVWIPB;INVWIPB_S;INVMATB;INVMATB_S;INVTOTE;INVTOTE_S;INVFINE;INVFINE_S;INVWIPE;INVWIPE_S;INVMATE;INVMATE_S;RPTOT;RPTOT_S;RPBLD;RPBLD_S;RPMCH;RPMCH_S;PCHTT;PCHTT_S;PCHTEMP;PCHTEMP_S;PCHCMPQ;PCHCMPQ_S;PCHEXSO;PCHEXSO_S;PCHDAPR;PCHDAPR_S;PCHCSVC;PCHCSVC_S;PCHRPR;PCHRPR_S;PCHRFUS;PCHRFUS_S;PCHADVT;PCHADVT_S;PCHPRTE;PCHPRTE_S;PCHTAX;PCHTAX_S;PCHOEXP;PCHOEXP_S
0100000US;null;United States;311111;1080;10;null;Dog and cat food manufacturing;2018;22871483;0.8;1476826;1.0;23995;1.0;19427;1.2;43771;1.5;1003050;1.3;13430418;1.1;12620761;1.1;414899;1.2;74794;1.0;126519;1.0;193445;1.1;1526491;2.0;0;X;0;X;9406924;0.5;1266643;0.4;699986;0.9;37434;4.1;529223;1.1;1239152;1.9;648912;2.2;54368;5.2;535873;1.9;80950;3.3;43941;1.6;37009;7.8;1038745;4.2;100447;4.9;6553;8.1;3845;3.6;4191;15.1;10451;3.6;176713;3.9;40885;7.3;70354;1.6;63107;4.3;55961;3.2;506237;6.2
0100000US;null;United States;311119;1080;10;null;Other animal food manufacturing;2018;33321023;0.6;1508616;0.6;27696;0.9;18421;2.7;34414;5.1;913719;2.5;25389210;0.5;23858810;0.5;1068264;1.3;118344;4.5;273425;6.5;70367;13.4;3663345;7.3;D;D;0;X;7822983;1.8;2384677;0.7;1118443;0.8;171090;2.4;1095145;1.2;2432701;0.7;991913;1.3;188789;8.8;1251999;1.6;120762;2.0;64175;1.4;56586;4.0;1376950;3.0;138399;12.7;14499;3.2;6847;3.0;5557;3.7;21838;2.2;252758;3.7;43507;4.4;40637;5.1;62142;5.2;74515;6.8;716252;3.6
0100000US;null;United States;311211;1030;10;null;Flour milling;2018;11910466;0.1;738273;1.6;12701;2.1;9849;1.3;20300;0.9;485998;0.5;7982844;0.2;7561454;0.2;191778;0.3;32735;1.6;165145;0.4;31731;6.5;2032429;0.9;D;D;D;D;3907843;0.1;949429;0.6;302376;0.7;31427;2.1;615626;0.9;976260;1.2;286691;0.9;27333;4.7;662236;1.5;58792;1.1;24793;2.9;33999;0.6;476024;2.1;26822;5.9;2829;3.9;2173;5.9;2580;1.4;4619;3.0;90300;1.8;13963;2.6;14530;0.7;25988;3.6;31663;1.3;260557;2.6
0100000US;null;United States;311212;1061;10;null;Rice milling;2018;3731579;1.5;281964;4.0;5939;5.1;4320;5.4;8347;2.0;168033;3.0;2243384;1.6;2095665;1.7;86501;0.1;14228;1.6;45496;2.8;1494;1.7;666633;1.4;D;D;0;X;1482741;3.3;435505;2.3;167338;2.0;43187;1.3;224980;3.7;404901;1.4;159727;2.8;45344;1.6;199830;2.7;18941;6.7;13006;9.1;5935;2.8;242151;11.7;16879;9.9;7075(s);61.3;1024;3.6;971;3.2;2528;19.7;43894;6.9;5396;6.8;23260;1.1;7025;9.6;11106;5.9;122994;15.1
0100000US;null;United States;311213;1103;11;null;Malt manufacturing;2018;1241297;0.1;76204;4.9;1190;4.0;771;0.0;1461;0.2;39356;0.6;785417;0.1;734504;0.1;D;D;20457;0.1;20236;0.1;D;D;270886;0.1;D;D;0;X;463884;0.2;289286;0.1;153174;0.1;13683;0.0;122429;0.0;286863;0.1;162289;0.1;12573;0.0;112001;0.0;6853;0.3;4600;0.9;2254;0.8;70091;1.6;4280;2.1;446;16.9;169;0.0;140;0.0;377;9.8;8335;0.6;9754;0.4;414;0.2;3841;0.0;5885;0.4;36450;2.3
0100000US;null;United States;311221;1040;10;null;Wet corn milling;2018;10305382;0.1;517244;0.2;6304;0.7;4060;0.7;9412;0.7;300073;0.7;6300724;0.1;5630777;0.1;59718;0.0;261957;0.1;282627;0.1;65644;0.0;4537549;0.1;D;D;D;D;4012355;0.2;614727;0.3;320816;0.2;44486;0.5;249425;0.5;607875;0.7;320832;1.3;52167;0.1;234877;0.3;60871;1.8;26497;4.1;34374;0.2;616989;1.3;20307;3.9;5429;3.0;754;11.1;7794;0.0;3145;5.5;163000;0.8;112281;0.4;4262;9.3;47431;2.0;28869;3.9;223717;1.5
0100000US;null;United States;311224;1040;10;null;Soybean and other oilseed processing;2018;38598679;0.3;535706;5.1;9131;6.2;7004;7.6;13299;7.2;337605;7.2;33949202;0.3;29696737;0.3;3702681;0.2;249356;0.5;208773;0.9;91656;0.4;3382846;0.7;D;D;D;D;4558383;1.1;2037670;0.8;1214901;1.5;146776;5.4;675994;0.3;1967819;1.5;1146192;1.0;124390;20.7;697237;0.5;53300;0.4;15490;0.1;37810;0.5;678561;3.6;16798;3.7;6230;0.1;843;0.0;1899;1.5;5162;3.9;237350;5.8;58564;0.5;1734;0.0;21969;5.4;35656;2.5;292356;3.2
0100000US;null;United States;311225;1040;10;null;Fats and oils refining and blending;2018;9115341;0.1;363046;0.3;6278;0.6;5057;0.7;9912;0.4;221671;0.6;6921195;0.1;6700446;0.1;132001;0.0;29203;0.1;37890;0.2;21655;0.1;485598;0.2;18575;0.0;0;X;2166732;0.3;790142;0.1;286736;0.1;128385;0.1;375021;0.1;619596;0.4;289859;0.2;97847;1.2;231890;0.7;36829;1.2;16717;0.0;20112;2.1;418725;3.9;18602;5.3;12940;5.9;598;2.0;1657;1.7;2762;1.7;51073;1.3;29591;0.7;5416;2.2;20114;3.3;11273;1.1;264699;5.2
0100000US;null;United States;311230;1061;10;null;Breakfast cereal manufacturing;2018;10414315;0.1;876079;0.4;13008;0.2;11199;0.3;23110;0.1;669554;0.1;5764425;0.1;5582676;0.1;D;D;60496;0.6;88708;0.5;D;D;1339494;0.2;D;D;D;D;4650731;0.3;294213;1.5;78478;2.3;21111;1.9;194624;1.4;309853;0.4;77970;0.7;22460;0.5;209422;0.3;12513;0.2;6095;0.3;6418;0.1;265452;2.6;29897;9.2;1395;3.7;1593;3.1;1418;0.0;1615;6.5;58987;6.5;23153;2.0;9449;2.4;15923;1.4;22071;2.0;99950;0.7
0100000US;null;United States;311313;1072;10;null;Beet sugar manufacturing;2018;4238246;0.3;337368;0.1;6590;0.1;5731;0.1;12167;0.1;256388;0.2;2669608;0.1;2272763;0.1;D;D;240545;0.1;D;D;D;D;1083076;0.2;D;D;D;D;1380350;0.3;1138040;0.2;605701;0.4;158706;0.0;373633;0.0;903021;0.4;436600;0.8;139519;0.0;326902;0.0;24018;0.1;6055;0.0;17963;0.1;418507;0.5;D;D;690;1.4;418;0.0;228;0.0;993;0.8;56604;0.1;36739;0.1;D;D;99925;0.0;11129;2.7;36384;4.2
0100000US;null;United States;311314;1072;10;null;Cane sugar manufacturing;2018;6726175;0.0;449822;0.0;7356;0.0;5819;0.0;13026;0.0;317265;0.0;4785976;0.0;4503355;0.0;D;D;117596;0.0;D;D;D;D;771175;0.0;D;D;0;X;2024412;0.0;1045747;0.0;712391;0.0;77025;0.0;256331;0.0;1177875;0.0;778224;0.0;95405;0.0;304246;0.0;145626;0.0;81423;0.0;64203;0.0;606385;0.0;D;D;2704;0.0;1352;0.0;2000;0.0;3370;0.0;104271;0.0;17774;0.0;D;D;41683;0.0;57434;0.0;341809;0.0
0100000US;null;United States;311340;1073;10;null;Nonchocolate confectionery manufacturing;2018;10114761;0.1;1169216;0.2;23633;0.4;18760;0.5;30580;0.8;728424;0.4;4965663;0.2;4628914;0.2;94051;2.3;38718;0.5;99750;0.4;104230;0.3;1375336;0.7;0;X;0;X;5131438;0.2;901175;0.4;465081;0.6;96088;0.5;340006;0.3;897783;0.3;455430;0.4;88079;0.2;354274;0.4;112563;1.6;79459;1.4;33104;2.6;824659;1.8;121516;6.4;7414;1.1;3743;2.7;2501;5.8;7139;1.3;80414;2.2;24538;3.1;96328;1.5;35726;4.2;21751;1.6;423587;1.9
0100000US;null;United States;311351;1073;10;null;Chocolate and confectionery manufacturing from cacao beans;2018;4318739;0.2;503765;0.6;8191;0.1;6307;0.2;12617;0.6;339207;0.5;2806374;0.1;2734308;0.1;19143;0.0;10112;0.2;33977;0.1;8834;0.1;408225;0.1;0;X;0;X;1473166;0.5;634450;0.2;307096;0.3;98974;0.3;228380;0.3;587640;0.5;305394;0.5;61476;1.2;220769;0.6;91245;1.1;65583;1.6;25661;0.1;380193;3.2;47238;3.6;1288;0.8;2699;2.3;1587;4.6;2227;2.4;43393;1.5;4628;2.7;52719;2.0;22058;2.4;6419;2.4;195937;4.3
0100000US;null;United States;311352;1073;10;null;Confectionery manufacturing from purchased chocolate;2018;12507848;0.2;1506097;0.3;38203;0.4;28016;0.8;48164;1.9;1003616;0.5;6119382;0.3;5593728;0.3;349004;0.4;34589;1.7;81251;0.4;60809;0.2;1105157;0.8;D;D;D;D;6362788;0.2;1359431;1.4;729867;1.0;100978;1.5;528586;2.1;1341803;1.6;691799;1.2;113369;1.0;536635;2.4;159869;3.4;122455;3.5;37414;3.9;868388;6.2;95269;5.5;3152;29.8;9344;15.6;3168;15.4;8901;8.9;95177;3.7;28252;2.5;25708;9.5;28478;11.7;33728;4.1;537210;7.7
0100000US;null;United States;311411;1030;10;null;Frozen fruit, juice, and vegetable manufacturing;2018;12924952;0.4;1286500;0.4;28261;0.5;24209;0.7;52200;1.0;998113;0.9;6423851;0.4;6005084;0.4;134251;0.3;95563;0.3;155176;0.5;33778;1.2;2197122;0.9;D;D;0;X;6641454;0.9;2229485;1.1;1551214;1.4;200953;4.9;477319;2.0;2503487;2.5;1645593;1.2;246926;0.5;610967;9.6;79316;2.9;34762;2.7;44554;4.1;580117;5.9;40440;2.2;1175;6.5;775;3.6;5829;1.2;3418;5.7;133791;3.6;42496;6.3;20719;4.0;35225;1.4;37473;2.9;258777;10.7
0100000US;null;United States;311412;1010;10;null;Frozen specialty food manufacturing;2018;20948911;0.2;2761677;0.8;60850;0.7;50496;0.7;90531;0.9;1996465;1.0;10751473;0.3;10342635;0.3;100249;3.1;67641;0.6;200993;0.9;39955;0.1;2487585;1.1;D;D;0;X;10207723;0.3;1217802;1.4;559588;1.9;110425;0.2;547789;1.4;1262375;1.7;588757;0.8;91541;0.3;582076;3.4;199201;2.1;137276;1.9;61925;2.7;1270603;3.9;235376;5.1;23621;1.3;10601;5.9;10778;2.0;10804;7.3;157537;2.7;85889;5.9;42172;12.8;79849;4.8;40405;3.4;573571;5.8
0100000US;null;United States;311421;1030;10;null;Fruit and vegetable canning;2018;24459633;0.4;2320788;1.5;43957;2.6;36151;2.9;74813;2.6;1773521;1.9;14258861;0.3;13476723;0.3;310063;0.1;207521;0.8;209769;0.9;54785;0.5;2128593;0.8;D;D;D;D;10181270;0.7;5695786;0.5;3332021;0.5;982917;1.6;1380849;0.9;5740145;0.4;3230203;0.5;1065233;1.5;1444710;0.6;237444;4.7;126586;1.0;110858;9.2;1548550;3.9;134887;4.6;11282;4.1;8819;16.2;15568;11.7;15464;3.2;219665;3.5;121206;4.3;193351;4.2;79259;7.7;111235;18.0;637815;4.1
0100000US;null;United States;311422;1074;10;null;Specialty canning;2018;8937387;0.2;605159;0.2;11144;0.1;9234;0.1;20121;0.3;450564;0.2;3126637;0.8;3002328;0.8;34195;0.1;37922;0.8;42101;0.1;10091;1.4;613012;0.1;D;D;D;D;5712148;0.6;954874;1.2;606603;0.9;125806;0.1;222466;2.9;852399;1.0;503369;1.4;130438;0.6;218593;0.3;15302;1.4;6040;1.9;9262;1.3;328825;4.1;29803;8.1;680;1.9;1106;0.0;3303;7.5;2135;3.4;48911;3.7;32225;6.0;28924;3.2;19468;2.2;14317;3.7;147953;6.1
0100000US;null;United States;311423;1030;10;null;Dried and dehydrated food manufacturing;2018;6747510;0.5;768024;0.6;15673;0.4;12438;0.5;23700;0.7;490936;0.8;3566545;0.6;3393822;0.6;17554;0.1;61266;0.4;62895;0.6;31007;0.1;670143;1.5;D;D;0;X;3360590;1.3;1243134;0.5;644735;1.9;229788;0.8;368612;2.1;1480305;0.9;789168;1.5;264980;1.0;426157;1.9;63482;0.9;34926;0.7;28556;1.4;663206;7.0;101848;19.1;6132;10.2;2827;2.3;3096;8.5;4692;3.8;76106;5.2;31525;5.5;80491;0.9;37100;1.3;24946;10.5;294443;7.4
0100000US;null;United States;311511;1050;10;null;Fluid milk manufacturing;2018;36792885;0.2;3105582;0.2;55287;0.3;33819;0.3;66554;0.4;1926850;0.4;24311269;0.4;21770464;0.4;1851159;3.0;128404;0.4;255020;0.3;306221;0.8;3113428;0.4;D;D;D;D;12497002;0.5;1355277;0.7;731258;0.5;26856;5.8;597163;1.0;1359268;0.3;739891;0.2;33608;0.6;585769;0.6;203536;0.8;66847;1.3;136689;1.0;2233583;1.9;74476;2.4;21857;1.0;8286;4.0;7456;3.3;16738;3.5;415875;1.9;195786;1.5;249003;0.9;141395;3.5;119764;1.4;982947;3.0
0100000US;null;United States;311512;1050;10;null;Creamery butter manufacturing;2018;7110507;0.1;212599;0.1;3755;0.1;3181;0.1;6493;0.1;134456;0.2;5588979;0.4;5504830;0.4;9392;0.5;D;D;35379;0.5;D;D;425044;0.5;D;D;0;X;1399955;1.9;481345;0.1;413024;0.1;21552;0.0;46769;0.1;357733;0.5;296103;0.5;16900;0.0;44730;1.1;18283;1.4;11336;1.5;6947;1.2;227128;0.8;7969;0.0;5811;0.1;497;0.1;407;0.2;1024;1.1;40905;1.1;21057;0.7;2058;0.1;11879;1.1;10107;0.2;125413;1.2
0100000US;null;United States;311513;1050;10;null;Cheese manufacturing;2018;47114643;0.2;2751021;0.3;53193;0.3;44601;0.3;93285;0.5;2042098;0.4;34394990;0.3;33323840;0.3;413684;0.7;149854;2.5;292012;5.1;215600;1.7;3699744;4.5;0;X;0;X;12514836;0.3;4432149;0.4;2513258;0.4;396908;1.2;1521983;0.6;4122147;0.7;2291423;0.4;413925;3.1;1416798;1.4;142159;10.6;81837;1.9;60321;24.9;1652896;2.1;158712;5.0;11551;1.2;4720;2.5;40720;6.4;12864;3.8;256349;3.7;125313;3.3;78528;2.8;75732;6.1;65750;2.0;822657;2.1
0100000US;null;United States;311514;1050;10;null;Dry, condensed, and evaporated dairy product manufacturing;2018;18008960;0.2;995840;0.9;17006;0.5;12799;0.5;24269;1.2;698242;0.8;9632174;0.4;9237692;0.4;156059;0.1;D;D;110907;1.0;D;D;1350306;0.8;0;X;0;X;8328722;0.2;1136859;0.7;609489;0.5;82413;2.2;444958;1.1;1004653;1.4;582247;1.0;61590;5.6;360816;2.2;48080;3.4;24266;6.6;23814;0.7;655203;2.4;37802;1.7;6026;2.6;1597;0.8;1609;20.0;3579;4.3;143719;1.8;60617;3.9;5066;1.0;68602;2.3;20140;1.7;306446;3.6
0100000US;null;United States;311520;1050;10;null;Ice cream and frozen dessert manufacturing;2018;8118110;4.4;1000544;0.5;21145;1.0;17275;1.1;32340;0.4;786100;0.6;4694530;3.4;4361657;2.6;228006;21.3;15478;26.5;84428;1.0;4961;2.6;1049863;0.4;0;X;0;X;3423266;5.9;736203;0.6;481327;0.7;7861;1.3;247015;1.2;724412;0.9;481988;1.0;6886;3.4;235539;1.1;51276;11.1;32492;13.2;18784;7.7;696291;7.1;69370;8.0;3455;29.8;4016;35.5;1022;13.3;4774;13.3;129811;5.9;51899;6.4;62691;5.8;43833;6.1;28011;18.2;297407;7.4
0100000US;null;United States;311611;1010;10;null;Animal (except poultry) slaughtering;2018;96383960;0.1;6856838;0.2;148020;0.2;130093;0.2;280223;0.2;5522559;0.2;72587747;0.1;71570234;0.1;361087;2.2;179843;0.2;386470;0.3;90112;0.9;5529801;0.3;0;X;0;X;23741949;0.3;2689862;0.4;1805342;0.5;451527;0.7;432993;0.5;2723576;0.4;1755140;0.5;447465;0.7;520972;0.3;208774;0.5;104260;0.5;104514;0.7;2489412;3.1;165199;2.0;7941;4.1;3628;0.7;5538;12.4;23085;2.4;685071;1.2;134513;3.4;96263;7.2;254932;2.0;75614;1.5;1037627;6.4
0100000US;null;United States;311612;1010;10;null;Meat processed from carcasses;2018;50795669;0.4;4819528;1.2;109616;0.3;92438;0.4;175209;0.4;3595308;1.3;35022773;0.6;33804606;0.5;617755;21.3;120136;1.7;379129;0.6;101146;3.9;4899176;0.6;D;D;0;X;15804901;0.8;2815992;0.5;1611553;0.6;404118;0.5;800321;1.0;2863656;0.5;1644431;0.6;403244;0.7;815980;0.9;213506;5.3;129349;8.8;84157;0.8;3222869;4.0;406425;6.0;26832;11.6;11602;12.1;10634;2.5;32666;3.3;484790;1.5;173700;3.9;236442;9.2;185097;1.9;120468;5.6;1534213;6.2
0100000US;null;United States;311613;1010;10;null;Rendering and meat byproduct processing;2018;4348891;1.5;451923;1.7;8582;1.0;6482;1.3;11816;2.5;307113;1.9;2346791;1.6;2112339;1.8;5573;16.7;137941;3.1;79636;1.8;11302;3.7;988405;1.8;D;D;0;X;2009891;2.5;142711;5.4;93743;7.7;3960;29.4;45008;5.5;154493;1.8;102122;1.9;3371;2.4;49000;3.3;31665;8.6;5396;30.1;26269;8.6;573147;6.4;9663;14.2;2865;10.2;438;5.4;1463;7.7;3791;6.9;144341;8.7;79462;13.4;2042;4.5;40818;12.6;19693;5.8;268571;5.7
0100000US;null;United States;311615;1010;10;null;Poultry processing;2018;65263706;0.3;7870553;0.5;233092;0.5;210490;0.5;411800;0.5;6375090;0.5;37885928;0.5;36744204;0.5;282239;2.2;164548;1.4;505058;0.4;189880;2.0;6908776;0.5;D;D;0;X;27276296;0.3;1917484;0.8;1112069;0.8;225101;1.5;580314;2.3;1856559;1.5;1018365;1.7;217323;9.4;620872;0.8;202237;1.2;93049;2.0;109188;1.2;3403714;2.2;474209;5.9;12907;4.7;9271;5.4;7367;12.9;29792;1.7;666482;2.2;433582;4.0;31648;2.3;178160;4.3;103124;4.4;1457172;1.7
0100000US;null;United States;311710;311;99;null;Seafood product preparation and packaging;2018;13503972;0.4;1503235;0.6;31579;1.4;26154;1.6;51929;0.7;1000637;0.5;8729545;1.2;8297287;1.3;183945;8.3;131774;0.6;86800;1.1;29738;2.8;914462;0.7;73783;17.0;D;D;4826560;1.8;1420505;2.3;855448;1.8;S;A;548213;0.8;1512983;1.0;891432;1.1;32993;4.1;588559;1.4;84847;1.8;59964;3.5;24883;6.5;1069063;5.6;173883;10.5;7097;13.7;3966;3.1;3481;7.3;11148;3.4;179576;4.0;41747;5.0;38275;5.6;43096;2.5;42485;6.5;524309;8.0
0100000US;null;United States;311811;1071;10;null;Retail bakeries;2018;4727456;1.0;1463241;1.2;58791;1.3;40774;1.7;62781;1.9;973754;1.6;1498432;1.2;1326510;1.3;42298;3.3;39072;3.0;53852;2.6;36700;1.9;515206;2.9;D;D;0;X;3228116;1.2;153390;8.8;74585;17.5;7086;10.3;71718;4.5;155021;7.5;73158;14.9;7605;11.0;74258;4.7;157011;2.0;128220;2.3;28791;2.7;472862;4.4;72218;9.9;2897;8.3;1709;8.5;4309;36.7;18816;7.6;44444;4.3;17874;7.2;19456;6.1;31117;6.6;28402;7.0;231620;5.5
0100000US;null;United States;311812;1071;10;null;Commercial bakeries;2018;32065245;0.4;5198839;0.5;113784;0.5;84749;0.7;152994;1.0;3259878;0.7;11801320;0.5;10568432;0.5;685033;1.2;161568;0.6;286029;0.7;100259;3.8;3248119;0.8;3739(s);43.4;0;X;20325143;0.5;872895;1.2;292990;3.6;24346;1.8;555559;1.5;975006;0.8;346243;3.1;32310;2.5;596452;1.6;453851;1.3;311795;1.7;142056;1.5;2901374;3.3;579394;6.8;23555;1.6;9037;10.3;9035;8.0;32627;19.2;290543;1.9;74484;2.4;114800;9.1;113024;2.5;110940;2.7;1543935;4.4
0100000US;null;United States;311813;1071;10;null;Frozen cakes, pies, and other pastries manufacturing;2018;6218733;0.8;939074;1.3;23654;1.4;18514;1.6;35676;1.7;648204;1.4;3038607;0.6;2873221;0.5;75252;2.2;23332;2.4;59240;2.4;7562;25.8;719577;2.1;D;D;D;D;3164603;1.0;419085;0.8;211940;1.2;9127;5.5;198017;1.0;392952;1.2;198026;1.7;7519;4.2;187408;2.4;80205;1.3;58703;1.4;21502;2.0;535086;4.4;76783;6.1;2539;12.9;2419;4.5;3370;5.5;4101;6.4;61379;5.6;26017;4.2;11652;12.7;22932;9.5;16625;5.3;307268;4.4
0100000US;null;United States;311821;1071;10;null;Cookie and cracker manufacturing;2018;10901816;0.5;1502415;0.7;30017;0.8;24942;0.5;42464;1.6;912952;1.1;4507506;0.7;4156356;0.8;223293;4.7;38587;0.2;66921;1.3;22349;0.1;862649;1.0;D;D;0;X;6399423;0.6;648108;0.8;317994;1.3;26417;0.1;303697;1.4;656575;0.7;315164;1.1;34360;0.1;307051;0.4;153128;26.8;126779;32.0;26349;2.0;802926;7.8;99518;4.1;1545;9.4;1656;3.2;1179;19.4;3603;5.1;70158;3.0;17318;3.7;158404;0.8;32162;10.4;19753;3.4;397629;14.2
0100000US;null;United States;311824;1061;10;null;Dry pasta, dough, and flour mixes manufacturing from purchased flour;2018;11393692;0.5;1056964;2.1;20520;2.5;15538;2.5;27013;2.7;668868;1.9;6741914;0.5;6232893;0.6;367898;0.2;25330;3.0;99872;1.7;15920;0.6;1259493;2.0;D;D;0;X;4623193;0.9;671662;1.6;348337;1.6;13770;26.1;309555;2.5;631590;2.3;318438;3.1;15084;13.2;298068;1.5;146938;5.2;103347;1.8;43592;15.6;812864;3.4;171082;3.3;5327;4.4;2594;3.7;4251;2.4;7781;3.5;88961;14.7;24119;4.1;101353;1.6;50846;1.9;26401;5.5;330149;4.2
0100000US;null;United States;311830;1071;10;null;Tortilla manufacturing;2018;4227663;0.7;725972;1.2;17444;1.5;15141;1.5;31382;2.7;498723;2.1;1881693;0.9;1723552;1.0;77979;1.7;25087;1.7;42503;3.0;12572;31.3;514078;3.0;0;X;0;X;2348057;1.0;137801;3.3;49265;5.2;1784;10.6;86752;4.8;148745;1.9;50707;5.1;2429;9.1;95609;1.3;83449;3.1;65196;3.3;18253;4.4;375299;6.9;58886;17.2;4969;9.2;1136;21.0;1793;10.8;3255;8.7;40678;14.9;19196;5.1;7220;9.5;13525;8.9;18251;7.2;206393;7.9
0100000US;null;United States;311911;1030;10;null;Roasted nuts and peanut butter manufacturing;2018;15165011;0.2;967972;0.8;20419;0.5;15943;0.6;31851;1.2;640435;0.5;11711119;0.2;11276572;0.2;108036;0.1;33433;0.5;83923;0.6;209156;0.1;864035;0.9;D;D;0;X;3435071;0.6;3121147;0.5;1354571;0.8;964749;1.7;801828;1.1;3208726;0.3;D;D;D;D;908227;0.3;117320;0.8;70725;0.6;46595;1.7;876353;1.7;145141;3.3;6668;3.2;1937;3.4;4552;1.4;6763;3.9;92363;9.8;19044;1.3;80873;0.6;43971;1.5;59562;1.6;415478;0.8
0100000US;null;United States;311919;1030;10;null;Other snack food manufacturing;2018;24732630;0.7;1976680;1.2;39290;0.8;34368;0.7;63900;1.3;1680343;1.1;7237612;0.8;6437454;0.9;594786;1.1;94124;0.8;97063;0.4;14185;4.5;1327752;0.3;D;D;24(s);50.9;17555512;0.8;624006;1.4;208189;3.1;98401;0.8;317416;1.8;700209;2.5;D;D;D;D;333125;2.7;73787;7.3;50649;8.1;23138;6.9;1771861;8.8;80519;10.4;2453;3.4;3940;8.0;3481;9.9;5386;5.9;179891;3.3;61391;7.0;828617;1.0;37447;5.5;58289;4.5;510446;26.7
0100000US;null;United States;311920;1079;10;null;Coffee and tea manufacturing;2018;12548299;0.7;977531;0.8;17898;1.0;12472;0.6;24518;0.6;525662;0.8;7791752;0.5;7432276;0.5;275668;2.9;25903;0.3;42395;0.4;15510;6.8;463745;0.6;2024(s);85.2;D;D;4760460;1.9;814976;1.8;337435;1.2;73550;0.6;403991;2.8;798924;1.1;351418;1.0;63481;0.5;384025;1.8;114722;0.9;84954;0.6;29768;2.8;687874;5.5;77366;27.2;D;D;D;D;4007;5.7;D;D;71816;3.7;13677;3.6;D;D;36870;4.7;D;D;378621;6.9
0100000US;null;United States;311930;1030;10;null;Flavoring syrup and concentrate manufacturing;2018;11601201;1.2;521047;0.8;7514;1.1;4943;2.4;10886;5.9;253186;1.4;3323029;3.5;3192182;3.7;66712;0.0;17645;1.7;32955;1.2;13535;2.8;382263;1.1;D;D;0;X;8292466;0.3;521607;1.9;234087;0.6;31719;0.1;255801;4.1;586354;4.9;249938;0.8;30162;0.8;306253;9.1;46326;8.5;27482;10.0;18844;6.8;916698;3.5;32689;8.0;D;D;D;D;2422;4.8;D;D;46992;7.1;32118;9.6;D;D;19197;1.7;D;D;206478;11.4
0100000US;null;United States;311941;1030;10;null;Mayonnaise, dressing, and other prepared sauce manufacturing;2018;9591669;1.0;916177;1.2;16779;1.3;13192;2.1;24107;2.6;605405;2.2;5087103;1.3;4807080;1.4;158967;5.1;21634;2.6;56046;1.5;43377;2.7;666651;2.2;D;D;D;D;4516697;1.0;753416;1.5;300070;2.0;84483;5.9;368863;2.2;752992;1.7;316967;1.9;79717;10.0;356308;2.2;83532;1.9;55506;4.6;28026;3.8;704307;3.6;91720;15.0;4942;17.7;5054;2.8;1702;3.5;4774;9.2;92753;6.8;42098;8.0;97997;0.3;28260;3.4;30484;6.7;304524;2.4
0100000US;null;United States;311942;893;89;null;Spice and extract manufacturing;2018;12289698;0.4;1295803;0.5;20271;0.6;13970;0.7;26816;1.1;689661;0.5;6165665;0.4;5792279;0.4;276729;3.3;20725;3.8;46449;0.7;29484;4.4;548297;0.7;D;D;D;D;6163728;0.7;1835697;1.0;792000;1.5;137316;5.4;906381;0.9;1951627;0.8;840510;2.3;128500;5.3;982616;1.7;102722;1.4;85180;2.1;17542;5.2;781658;5.9;99233;14.5;5756;10.3;5335;8.8;7289;16.1;11590;22.7;75646;7.2;26998;7.1;82963;12.5;66803;6.1;29666;5.0;370381;7.7
0100000US;null;United States;311991;1030;10;null;Perishable prepared food manufacturing;2018;16943821;0.6;2289245;1.2;55964;0.9;46162;0.9;97689;0.8;1646420;1.1;9629053;0.6;9201538;0.5;111546;6.7;44904;2.7;113414;1.0;157650;0.2;1155598;1.7;D;D;0;X;7371721;1.2;703177;0.8;226471;0.9;20056;3.7;456650;0.8;747412;6.2;284240;16.5;19240;1.6;443932;0.5;194455;1.0;122080;1.7;72375;0.9;1465625;4.0;365732;10.3;21480;2.6;7465;16.0;8070;6.6;13320;3.7;198943;3.6;83533;4.3;77737;2.9;69216;2.8;48280;2.8;571848;3.5
0100000US;null;United States;311999;1030;10;null;All other miscellaneous food manufacturing;2018;13708780;0.6;1291907;0.7;24769;0.6;19025;0.8;35395;0.8;789836;0.9;7871256;1.3;7495663;1.3;129464;4.2;55998;1.8;109745;1.6;80386;0.5;1338211;1.9;D;D;0;X;5812337;2.3;1389789;1.7;583843;1.7;105271;18.6;700675;0.7;1398963;3.2;605221;1.2;58706(s);73.9;735036;1.1;93006;2.7;70268;3.1;22737;2.9;887210;3.4;97504;3.6;8700;5.3;3407;5.6;6945;7.8;8396;5.3;118357;5.2;81665;7.4;30112;1.0;81833;4.6;28860;3.4;421432;4.3
