GEO_ID;GEO_ID_F;NAME;NAICS2017;ciiu4;grupo;NAICS2017_F;NAICS2017_LABEL;YEAR;RCPTOT;RCPTOT_S;PAYANN;PAYANN_S;EMP;EMP_S;EMPQ1PW;EMPQ1PW_S;HOURS;HOURS_S;PAYANPW;PAYANPW_S;CSTMTOT;CSTMTOT_S;CSTMPRT;CSTMPRT_S;CSTRSL;CSTRSL_S;CSTFU;CSTFU_S;CSTELEC;CSTELEC_S;CSTCNT;CSTCNT_S;ELECPCH;ELECPCH_S;ELECGEN;ELECGEN_S;ELECSLD;ELECSLD_S;VALADD;VALADD_S;INVTOTB;INVTOTB_S;INVFINB;INVFINB_S;INVWIPB;INVWIPB_S;INVMATB;INVMATB_S;INVTOTE;INVTOTE_S;INVFINE;INVFINE_S;INVWIPE;INVWIPE_S;INVMATE;INVMATE_S;RPTOT;RPTOT_S;RPBLD;RPBLD_S;RPMCH;RPMCH_S;PCHTT;PCHTT_S;PCHTEMP;PCHTEMP_S;PCHCMPQ;PCHCMPQ_S;PCHEXSO;PCHEXSO_S;PCHDAPR;PCHDAPR_S;PCHCSVC;PCHCSVC_S;PCHRPR;PCHRPR_S;PCHRFUS;PCHRFUS_S;PCHADVT;PCHADVT_S;PCHPRTE;PCHPRTE_S;PCHTAX;PCHTAX_S;PCHOEXP;PCHOEXP_S
0100000US;null;United States;322219;1702;17;null;Other paperboard container manufacturing;2018;8240002;0.4;1021400;0.5;20902;0.4;17015;0.5;35445;0.7;738837;0.5;4680547;0.5;4100888;0.5;412833;0.3;18964;0.3;97144;0.5;50720;0.4;1417703;0.6;0;X;0;X;3558502;0.7;794409;0.6;299345;0.6;52312;1.2;442752;0.9;805799;0.4;289794;1.2;60912;0.6;455094;0.5;77728;1.1;60498;1.2;17230;1.6;460151;2.4;41698;5.4;2658;9.5;450;0.9;2048;4.5;4178;2.7;85278;2.4;15973;1.5;1775;1.5;18601;2.5;21718;3.3;265774;3.3
0100000US;null;United States;322220;1399;13;null;Paper bag and coated and treated paper manufacturing;2018;21215853;0.4;2681595;0.5;45286;0.4;34204;0.5;68426;0.5;1695619;0.4;11755314;0.5;11143443;0.5;245281;2.4;93771;2.2;189369;0.4;83451;1.3;2386216;0.6;D;D;568;37.1;9508226;0.7;2183649;0.8;829368;1.2;380563;1.6;973718;1.0;2315494;1.3;855880;1.4;401738;1.5;1057876;1.8;168947;1.1;137003;1.2;31944;1.2;926714;4.7;83471;6.1;11591;5.7;10298;6.6;12530;5.3;17085;4.7;187978;3.0;43548;3.8;15409;4.4;56985;3.6;54597;3.8;433224;8.0
0100000US;null;United States;322230;1709;17;null;Stationery product manufacturing;2018;5830976;2.7;739714;1.2;15481;0.9;12516;0.7;24602;0.6;521993;0.6;3805970;3.6;3511526;0.4;177382(s);71.9;6235;1.8;49550;1.8;61277;2.1;556256;3.0;D;D;0;X;2018653;1.3;533701;3.4;312153;4.2;26920;4.7;194628;3.3;618217;2.7;308007;5.3;24713;5.7;285497;1.3;52369;3.3;42828;4.0;9541;2.3;290892;5.5;30981;5.6;2397;7.9;3422;12.4;4069;28.9;6934;14.7;37982;4.1;5615;4.4;7368;20.7;14903;14.2;14254;8.2;162967;6.6
0100000US;null;United States;322291;1709;17;null;Sanitary paper product manufacturing;2018;12230307;0.6;1085361;0.7;17789;0.6;13550;0.5;28424;0.5;746400;0.5;6754326;0.7;6416483;1.0;154603;19.9;51478;0.6;119450;0.4;12312;0.6;1978372;0.4;0;X;0;X;5542033;0.5;868675;2.0;434761;2.5;42795;2.1;391119;1.9;986370;1.9;492961;0.7;50646;1.6;442763;3.9;71340;1.9;56121;2.7;15220;2.1;676663;2.4;98495;3.7;3967;20.3;2645;18.8;5990;13.7;4849;6.6;121052;3.2;23467;5.2;11961;20.1;74714;3.8;37189;2.2;292334;1.7
0100000US;null;United States;322299;1701;17;null;All other converted paper product manufacturing;2018;4541710;0.7;755059;0.7;14289;0.5;10692;0.6;22268;1.1;454172;0.8;2214470;0.9;1969115;1.0;123441;9.6;32433;1.9;75645;3.5;13837;2.3;1027391;4.1;D;D;0;X;2330412;1.0;454629;1.0;187997;1.1;29432;2.9;237200;1.3;467386;0.7;189492;2.0;31109;6.9;246785;1.3;55510;4.7;45174;5.8;10336;2.6;348949;6.6;46195;10.1;2690;12.8;2336;10.5;2159;11.1;5391;8.3;65480;7.0;21571;3.0;14349;21.3;20477;15.8;16436;6.2;151863;9.1
0100000US;null;United States;323111;1709;17;null;Commercial printing (except screen and books);2018;67358356;0.6;16442955;0.6;315554;0.7;225488;0.9;420173;0.7;10186771;0.6;26751198;0.6;22814425;0.7;1049291;3.1;225685;1.5;735769;0.9;1926028;1.9;8230648;1.0;10351(s);72.4;D;D;40819963;0.6;4194278;1.3;1352069;2.4;832924;1.0;2009285;1.9;4629071;1.4;1482459;3.5;915339;0.9;2231272;1.8;1424819;1.6;1041008;1.2;383811;4.3;6565766;2.3;1042782;4.1;156054;4.3;137941;10.0;82077;3.1;198202;6.6;879825;1.9;119056;2.1;231098;7.2;346487;3.6;291487;3.7;3080756;3.0
0100000US;null;United States;323113;1313;13;null;Commercial screen printing;2018;8971293;0.7;2241296;1.1;60861;1.2;45280;1.1;77777;1.2;1371151;1.1;3946076;1.7;3422813;2.0;341798;2.7;28026;2.5;64358;4.9;89082;3.0;684487;5.8;3160;4.6;0;X;5037782;1.0;928376;1.0;414520;1.7;72752;2.5;441104;1.8;1079865;1.4;412455;2.2;87382;3.1;580028;2.0;187780;3.0;158297;3.3;29483;5.2;848877;4.2;184270;6.2;14551;12.9;11303;6.4;9011;9.1;32547;12.5;54075;4.6;14755;7.2;95918;3.2;53410;10.5;34057;6.9;344980;6.0
0100000US;null;United States;323117;1811;18;null;Books printing;2018;4466371;1.3;1077514;2.5;21995;1.8;18087;1.6;36831;1.6;847719;2.3;1884065;1.2;1585344;0.8;61695;2.0;12447;1.0;73585;1.7;150994;7.3;923122;1.7;0;X;0;X;2575114;1.6;259066;1.1;29753;13.1;93089;0.9;136224;1.4;280605;3.8;21364;4.9;94286;2.4;164955;5.2;65160;2.3;41679;3.4;23481;2.3;601647;3.1;45972;5.1;5456;10.2;6153;17.7;3983;10.6;6346;6.1;84505;4.7;5850;5.8;6937;6.0;13391;8.1;16298;7.0;406758;3.5
0100000US;null;United States;323120;1812;18;null;Support activities for printing;2018;2957937;1.2;1039647;1.4;21541;1.7;16691;2.0;31217;1.8;678577;1.8;803604;1.9;592125;2.3;23369;19.8;5099;9.2;29101;5.0;153910;2.9;292850;4.9;0;X;0;X;2147611;1.4;161113;2.0;40743;2.6;52453;2.0;67916;3.0;159105;1.3;40801;1.3;45675;2.4;72629;2.3;83991;2.8;72500;2.6;11490;10.0;325691;5.9;73139;12.5;8963;17.4;5925;13.1;6233;14.6;12516;6.2;38447;6.7;6624;10.6;5577;19.3;13273;9.5;18369;10.3;136626;7.7
0100000US;null;United States;324110;1920;19;null;Petroleum refineries;2018;636204071;0.1;8460023;0.0;66315;0.1;40611;0.1;94569;0.1;4755509;0.1;522490821;0.1;483375275;0.1;29842574;0.0;5343254;0.1;2925254;0.1;1004464;0.1;52669739;0.1;19170950;0.0;5922467;0.0;113539763;0.1;32288891;0.1;14241802;0.1;9653032;0.1;8394057;0.1;31831101;0.1;14230572;0.1;9490775;0.1;8109754;0.1;759697;0.0;74547;0.0;685150;0.0;20709955;0.1;1600795;0.1;60463;0.0;72864;0.0;69574;0.0;34105;0.0;7029784;0.1;853530;0.1;18977;0.0;1921917;0.1;1936412;0.1;7111534;0.1
0100000US;null;United States;324121;2399;23;null;Asphalt paving mixture and block manufacturing;2018;14023784;3.7;1054918;0.9;16013;1.7;11987;2.0;25576;1.5;764270;1.2;9050740;4.7;8106082;4.7;227929;1.7;345964;13.3;201460;2.6;169305;6.1;1997958;3.6;0;X;0;X;5070488;2.6;1172931;1.7;513175;2.6;108454;1.8;551302;2.9;1405057;2.0;584381;2.5;134693;1.4;685984;3.6;190536;1.7;72883;3.3;117653;1.7;870400;5.0;68749;11.8;11642;38.4;4378;10.7;4790;5.5;15996;6.7;201065;5.8;18028;12.3;10653;2.4;50046;26.7;72606;6.1;412446;7.3
0100000US;null;United States;324122;2399;23;null;Asphalt shingle and coating materials manufacturing;2018;11532038;0.4;729460;1.3;10371;1.1;7696;0.9;16197;0.6;492708;1.3;6021603;0.4;5746121;0.4;126710;0.6;61298;1.1;74298;0.3;13175;2.3;893433;0.4;0;X;0;X;5627388;0.5;1029284;0.9;688198;1.2;18970;1.6;322116;1.1;1215052;0.7;804174;1.0;19948;0.8;390930;1.5;69603;0.3;40285;0.3;29318;0.7;566581;2.6;16519;12.1;3855;2.0;1721;6.5;3714;4.1;5490;3.0;116880;3.8;39956;3.3;3350;10.9;28295;8.3;27951;2.7;318850;2.6
0100000US;null;United States;324191;1920;19;null;Petroleum lubricating oil and grease manufacturing;2018;18823116;0.4;1097549;1.0;12952;0.6;8365;0.5;17418;0.5;569911;0.4;12087551;0.2;11564315;0.2;318509;0.1;70021;0.4;61736;0.3;72970;7.3;760510;0.4;0;X;D;D;6950236;1.2;1993214;0.4;1013236;0.5;311884;1.4;668094;0.6;2253702;0.4;1181829;0.5;357962;2.5;713910;1.3;71036;2.6;36432;5.6;34604;0.9;911523;7.7;80407;1.8;17340;28.4;4863;12.8;9877;19.4;13245;38.4;108668;3.3;48544;4.1;38829;13.0;47644;12.1;71873;9.4;470234;9.4
0100000US;null;United States;324199;1629;16;null;All other petroleum and coal products manufacturing;2018;4392855;1.3;233703;1.3;3321;1.1;2748;0.7;6164;0.7;189953;0.6;2432773;1.7;2301906;1.8;13376;0.0;52208;0.6;27379;0.7;37904;0.0;332185;0.4;399043;0.0;D;D;1979466;1.4;494163;12.8;163657;8.3;16354;0.4;314153;16.1;561365;7.4;180549;4.3;18844;0.6;361972;9.7;30193;5.0;15478;0.1;14715;10.3;359703;0.7;10634;3.3;7610;0.2;463;0.0;601;3.3;1120;2.9;162308;0.5;27206;1.4;115;0.0;26504;0.1;23112;1.7;100030;0.8
0100000US;null;United States;325110;1920;19;null;Petrochemical manufacturing;2018;58953409;0.1;1190992;0.1;9175;0.4;5956;0.4;13103;0.2;740947;0.1;33440147;0.1;29459825;0.1;1730799;0.1;1819362;0.0;417223;0.1;12939;0.0;7499215;0.1;D;D;D;D;25590433;0.1;2709679;0.0;1380773;0.0;323877;0.0;1005029;0.0;2870648;0.1;1396146;0.1;385675;0.0;1088827;0.0;97354;0.0;6820;0.0;90534;0.0;2198488;0.0;102082;0.0;5161;0.0;8798;0.0;2603;0.0;5469;0.0;910272;0.0;100715;0.0;633;0.0;153151;0.0;219882;0.0;689722;0.0
0100000US;null;United States;325120;2011;20;null;Industrial gas manufacturing;2018;9804654;0.3;1025295;0.3;13592;0.3;8927;0.4;16761;0.4;586114;0.8;3196686;0.4;1520498;0.3;121268;8.5;556047;0.1;953808;0.2;45065;0.1;14896679;0.2;0;X;0;X;6380038;0.5;883227;0.4;341396;1.0;132099;0.1;409732;0.5;483893;3.2;172797;8.9;72768;0.7;238328;0.2;62533;1.0;24181;1.1;38352;1.5;664103;2.9;21064;7.2;4577;25.1;6282;0.5;6472;6.3;6396;5.7;204410;2.9;55449;2.3;2075;38.3;18205;1.6;65837;1.7;273336;5.0
0100000US;null;United States;325130;2011;20;null;Synthetic dye and pigment manufacturing;2018;6148375;0.7;633449;1.0;7752;1.3;4898;1.6;9673;1.8;360519;1.5;3189136;0.5;2800799;0.5;187821;0.7;78991;1.1;111408;1.1;10116;11.4;1999818;0.9;D;D;0;X;2847703;1.2;1355003;1.2;605709;1.9;125060;2.0;624235;1.2;1202081;1.7;505068;2.8;114164;0.6;582848;1.3;19254;3.2;10446;5.2;8808;2.5;565127;7.2;54333;26.5;7449;2.2;2502;9.9;5808;2.5;3213;16.4;111797;6.6;33355;10.2;8459;38.7;52797;4.7;26604;5.8;258811;8.9
0100000US;null;United States;325180;2011;20;null;Other basic inorganic chemical manufacturing;2018;35057394;0.3;3433260;0.4;38121;0.7;24895;1.5;51523;1.5;1977088;0.4;13801027;0.7;10543940;0.9;526594;2.8;1025019;0.2;1373896;0.7;331578;0.8;27694653;0.6;8418774;0.1;D;D;21457334;0.6;3654473;0.3;1890424;0.3;526471;1.2;1237579;0.4;3978646;0.3;2072296;0.3;545565;1.3;1360785;0.5;230778;1.4;83094;2.4;147684;1.5;3411560;1.9;384189;1.2;25104;1.0;54374;0.5;11113;3.4;24168;2.4;827706;1.3;363811;0.8;8679;26.2;218824;1.7;214834;0.8;1278757;4.0
0100000US;null;United States;325193;2011;20;null;Ethyl alcohol manufacturing;2018;30852703;0.4;796760;0.4;11027;1.4;8643;1.9;18847;1.5;540173;0.4;25680711;0.3;23393188;0.3;109581;0.0;1322645;0.1;763989;0.1;91307;0.2;12242987;0.1;D;D;D;D;5226547;1.2;1436954;3.4;596083;2.7;197667;0.2;643204;10.3;1614664;2.2;627045;5.7;221260;0.1;766359;0.1;141033;0.9;29419;4.7;111613;0.1;1363311;2.1;25082;13.3;14372(s);40.0;5845;0.0;16822;0.0;8964;0.0;433673;0.1;101052;0.1;27171;12.8;114514;9.2;81968;3.6;533849;1.4
0100000US;null;United States;325194;1910;19;null;Cyclic crude, intermediate, and gum and wood chemical manufacturing;2018;6173853;0.6;489185;0.1;5052;0.4;3213;1.4;7098;0.6;259201;0.4;3318797;0.4;3078654;0.3;58192;0.1;69462;5.4;107148;0.2;5342;0.1;2657431;0.1;D;D;D;D;2767292;1.7;579010;0.1;253329;0.1;96650;0.0;229031;0.3;416014;0.6;195994;0.3;66221;0.0;153799;1.4;45106;0.9;15398;2.4;29708;0.4;457936;0.9;56440;1.1;811;4.1;1186;0.8;3201;3.7;1462;3.6;56478;1.0;69596;0.1;868;0.0;41213;0.1;51987;0.5;174694;1.9
0100000US;null;United States;325199;2011;20;null;All other basic organic chemical manufacturing;2018;81458590;0.5;5870774;0.7;62292;1.3;36418;0.7;76981;0.5;3214629;0.4;45374336;0.8;41195420;0.9;1260390;0.1;1633786;0.2;944651;0.8;340089;0.1;17280378;0.5;5003083;1.5;1494222;0.0;36952587;0.5;7785375;0.6;4224021;0.9;952630;0.6;2608724;0.6;8865171;2.7;5067651;4.5;977332;0.6;2820187;1.1;331609;1.9;99945;5.2;231665;1.2;7231193;3.2;384077;4.1;50027;3.5;46079;2.4;27949;0.6;36581;3.3;1215346;1.6;2140623;2.6;33134;5.8;420345;1.2;405251;2.8;2471780;7.6
0100000US;null;United States;325211;2013;20;null;Plastics material and resin manufacturing;2018;97636489;0.2;6373442;0.3;71677;0.8;47640;1.1;99124;0.9;3623985;0.5;60901231;1.2;56078522;1.3;1091788;2.2;1671099;0.1;1651138;0.3;408683;0.8;26415735;0.2;19939036;0.0;D;D;37330123;2.1;8607090;0.5;4879337;0.3;920426;1.2;2807326;0.9;9418785;0.6;5292844;0.5;1101785;0.7;3024157;1.0;466710;1.3;161049;3.4;305662;0.5;5848035;1.9;911016;1.0;41748;2.0;36927;1.9;27207;7.4;31172;6.2;1265995;0.8;393397;1.7;26338;13.4;356114;2.4;492225;0.8;2265897;4.2
0100000US;null;United States;325212;2013;20;null;Synthetic rubber manufacturing;2018;8456371;0.2;787278;0.9;9755;1.5;6475;2.2;13158;0.5;449888;0.8;5151352;0.1;4527093;0.2;391863;0.1;108637;0.9;99089;0.2;24671;4.8;1415410;0.9;D;D;D;D;3386830;0.5;1134397;0.6;660524;0.3;157796;0.6;316077;1.5;1277423;1.4;734277;0.3;165854;1.6;377293;4.2;35166;3.9;18523;5.6;16643;2.2;818315;3.2;64993;11.3;26672;3.5;7303;3.7;6067;0.2;5180;16.1;98471;7.4;51632;3.0;11985;6.9;117330;1.2;41527;3.8;387155;3.0
0100000US;null;United States;325220;2030;20;null;Artificial and synthetic fibers and filaments manufacturing;2018;6416144;0.6;659000;0.6;12334;0.9;10055;1.0;20898;0.9;475138;0.8;3839480;0.7;3413733;0.8;135579;0.1;91991;1.3;143600;0.6;54577;0.1;2380858;0.4;D;D;D;D;2643565;0.5;829975;0.6;411962;1.0;86454;0.4;331558;0.4;963764;0.5;471206;0.7;94112;1.5;398446;0.5;23747;1.9;11264;0.5;12483;3.6;293727;1.0;32456;1.1;2926;0.1;1097;7.1;3677;0.0;2393;5.3;75246;1.0;20888;0.9;2432;0.4;27357;1.0;24974;1.2;100280;1.7
0100000US;null;United States;325311;2012;20;null;Nitrogenous fertilizer manufacturing;2018;7000044;0.3;530523;0.1;6210;0.4;3781;0.4;7940;0.5;315255;0.2;2302268;0.5;1702858;0.6;28955;0.0;286178;0.1;234384;0.1;49893;0.1;3980831;0.1;D;D;31594;0.0;4795183;0.3;583306;0.2;330329;1.0;32737;5.1;220240;1.3;687444;0.1;429436;0.1;31037;0.4;226971;0.2;38227;1.5;10570;0.3;27657;2.0;714981;0.5;46945;2.0;3871;0.4;2782;0.0;1346;1.7;5225;11.3;270430;0.1;27469;0.2;3355;16.3;75195;0.6;47953;2.6;230410;0.1
0100000US;null;United States;325312;2011;20;null;Phosphatic fertilizer manufacturing;2018;6028017;0.2;537201;0.7;5715;0.7;4303;1.1;10240;0.5;372165;0.2;3296379;0.7;2878102;0.8;32107;13.1;D;D;112567;0.4;D;D;1933533;0.1;D;D;D;D;2724542;1.1;1081292;0.8;491494;1.8;410683;0.1;179115;0.9;1022940;0.4;425589;0.9;469492;0.1;127859;0.7;35562;3.0;5154;2.0;30408;3.5;211553;8.2;11638;15.1;2099;21.1;625;0.0;1062;11.0;1649;10.9;80499;1.8;4818;13.9;1634(s);67.1;8191;21.8;25471;7.0;73867;13.8
0100000US;null;United States;325314;2012;20;null;Fertilizer (mixing only) manufacturing;2018;5005654;0.7;488892;0.4;9065;0.4;6104;1.0;11726;1.4;241426;1.4;2707961;0.6;2348226;0.5;283429;1.4;D;D;25899;0.6;D;D;280049;0.6;D;D;D;D;2317132;1.4;841461;1.2;440739;1.2;72307;2.1;328415;2.9;873010;1.4;451434;1.0;81050;0.7;340525;3.6;58008;0.7;31822;1.1;26186;0.8;355355;4.0;50329;1.7;7017;14.2;1572;3.7;1333;5.2;5690;4.5;62130;14.5;7481;2.5;11398;2.6;21688;2.7;22114;7.0;164603;4.7
0100000US;null;United States;325320;2021;20;null;Pesticide and other agricultural chemical manufacturing;2018;15031896;0.5;850033;1.2;12011;2.4;8240;2.7;15532;0.3;419924;0.3;7896188;1.0;7570757;1.1;115644;8.9;53985;0.4;82454;1.1;73347;0.3;1249467;0.6;0;X;41040;0.0;7379739;1.4;2647371;0.3;972308;0.5;575346;0.1;1099717;0.5;2998270;0.7;1152477;0.7;639208;0.1;1206585;1.0;125755;0.6;36735;2.0;89020;0.5;865453;3.1;104156;11.2;2740;7.6;3987;2.6;2069;14.4;5716;2.1;110312;2.7;61064;3.1;19436;0.5;69821;6.7;52436;15.6;433716;1.2
0100000US;null;United States;325411;2100;21;null;Medicinal and botanical manufacturing;2018;12878153;2.2;1986418;0.7;27727;0.4;17091;1.0;32521;0.7;994981;0.8;4767106;1.0;4323085;1.1;D;D;D;D;99412;0.9;117569;1.5;1172157;0.8;D;D;0;X;8169830;3.0;2392230;1.0;888322;2.3;432790;0.9;1071118;1.3;2437458;1.1;924890;2.1;455006;2.3;1057563;1.2;120858;1.1;77516;0.9;43343;2.5;1305250;4.4;73040;2.7;12361;7.5;32695;1.3;11950;7.5;13543;3.7;141144;3.2;50915;2.9;195688;5.0;160526;3.4;58003;2.5;555385;7.3
0100000US;null;United States;325412;2100;21;null;Pharmaceutical preparation manufacturing;2018;157503236;0.1;11829171;0.3;139137;0.3;79722;0.5;150468;0.5;4922853;0.8;36345041;0.3;30135685;0.2;4239122;1.9;168564;0.4;523738;1.5;1277932;0.2;7012568;0.9;107141;0.0;D;D;122782634;0.1;19536971;0.3;10078465;1.6;4921870;2.8;4536637;0.9;21821118;0.3;11402869;0.3;5221903;0.4;5196346;0.6;657513;4.3;482417;1.2;175097;13.3;12585181;2.8;896554;1.7;106201;3.8;149750;2.5;56059;1.4;84486;1.6;614590;1.5;181912;0.5;1540425;4.6;3219411;0.6;651418;0.5;5084375;5.3
0100000US;null;United States;325413;2029;20;null;In-vitro diagnostic substance manufacturing;2018;13199144;0.4;2519574;0.2;26124;0.4;11300;0.7;23265;0.8;761383;0.5;4688090;0.6;3989506;0.5;601685;2.5;14421;1.3;50611;0.3;31867;4.8;556146;0.2;D;D;0;X;8585982;0.8;2299338;0.6;1044103;0.8;570145;0.8;685090;0.4;2395784;0.5;1089804;0.6;599372;0.7;706608;1.1;77453;2.7;66714;3.1;10738;1.8;1651991;2.8;107721;3.6;28882;1.0;19182;1.3;28324;5.0;12547;5.3;74822;2.2;27792;1.8;49346;11.7;194193;4.5;39789;1.6;1069394;2.5
0100000US;null;United States;325414;2100;21;null;Biological product (except diagnostic) manufacturing;2018;31528481;0.4;4632577;0.2;48500;1.3;33020;1.7;65809;0.7;2874714;0.3;10165542;1.1;8087648;1.4;D;D;D;D;210218;0.5;362475;0.1;2630217;0.6;351572;0.0;D;D;21362712;0.7;10895389;0.1;4445410;0.1;4099911;0.1;2350068;0.3;10915402;0.3;4209800;0.5;4335295;0.5;2370307;0.5;195981;4.0;159472;2.4;36509;19.0;3368951;9.1;410751(s);47.4;48606;6.0;58461;8.8;82746;35.6;40083;8.5;398307;2.0;116434;9.3;150569;2.7;446044;8.6;158010;33.2;1458941;4.0
0100000US;null;United States;325510;2022;20;null;Paint and coating manufacturing;2018;27061043;0.5;2362559;1.0;35515;1.0;23565;1.3;44769;1.3;1278481;1.1;14193393;0.7;13221068;0.7;737658;5.0;47680;0.6;118533;2.6;68455;0.1;1385645;2.0;D;D;D;D;12919498;0.8;2169189;1.2;1145427;0.8;173583;1.6;850179;2.1;2321295;1.2;1179682;1.4;191177;0.4;950436;1.3;170759;1.7;131937;2.0;38822;1.1;1338113;2.6;158095;1.5;12732;8.4;9321;4.6;13353;5.9;22713;5.5;143678;2.8;82183;2.1;52064;16.0;88634;4.3;64599;3.5;690742;3.1
0100000US;null;United States;325520;2022;20;null;Adhesive manufacturing;2018;15779594;0.6;1710140;0.4;24252;0.6;15555;0.8;30613;1.2;842555;0.7;7571127;0.8;6965018;0.8;376406;10.3;53002;3.6;103194;0.8;73507;0.7;1292584;0.7;3393(s);79.9;0;X;8301600;1.0;1609255;2.0;756881;4.0;180035;1.3;672339;0.8;1751301;0.9;825003;1.2;205045;1.3;721252;1.1;121856;2.0;91563;2.4;30293;3.0;861109;5.0;76427;7.0;7658;10.8;8200;10.2;6546;5.2;10976;5.5;117918;5.0;53308;7.3;45691;4.4;48215;6.4;40885;4.7;445285;6.0
0100000US;null;United States;325611;2023;20;null;Soap and other detergent manufacturing;2018;24925199;1.6;1641530;3.5;25616;4.6;17462;6.0;35469;6.7;933127;5.5;8345420;1.0;7901965;1.0;288662;4.1;29611;4.8;89754;1.7;35427;0.0;1168256;1.6;0;X;0;X;16612768;2.1;1283804;2.1;665588;1.3;130178;3.8;488039;3.1;1326485;2.0;687682;1.2;141072;3.4;497731;3.1;103489;0.2;83111;4.2;20378;17.1;976940;12.2;170890;25.3;29212(s);48.1;23300(s);73.0;22296(s);68.9;14733;17.3;165317;1.7;59965;20.4;24672;5.5;114782;2.3;53386;35.2;298388;15.4
0100000US;null;United States;325612;2011;20;null;Polish and other sanitation good manufacturing;2018;6137233;0.8;921400;0.4;14581;0.7;8757;1.2;16693;0.6;382254;1.1;2835502;2.3;2482300;2.4;264674;7.2;11272;2.6;50707;0.8;26549;1.6;743121;0.7;D;D;D;D;3324371;2.0;830921;0.8;476084;0.7;48781;2.3;306056;1.3;872378;1.3;491797;1.7;55707;0.6;324874;1.0;78345;1.1;61461;1.2;16884;1.3;633571;2.9;93317;6.3;6600;5.5;3610;4.1;9122;24.4;6553;10.7;63374;5.6;26545;2.8;24944;7.8;33376;6.4;25627;6.1;340502;1.9
0100000US;null;United States;325613;2023;20;null;Surface active agent manufacturing;2018;7421658;0.4;519976;0.6;6118;0.5;3466;0.2;7187;0.7;259906;0.4;3895610;0.9;3527762;1.0;196390;0.6;92893;0.3;47639;1.1;30926;8.6;667351;0.9;D;D;D;D;3502371;1.1;934486;0.7;602071;1.0;69772;3.3;262642;0.6;935390;0.4;585897;1.0;62269;2.4;287223;1.7;34677;0.5;14940;0.5;19737;1.1;423775;4.1;38015;1.4;1510;2.6;2835;3.5;1367;19.4;2479;5.4;61713;2.9;33898;3.0;1653;12.9;24096;2.3;21193;13.8;235016;5.0
0100000US;null;United States;325620;2023;20;null;Toilet preparation manufacturing;2018;46281732;2.5;3137728;4.4;53865;5.1;33980;6.2;63565;6.5;1552459;5.8;19307117;4.6;12310144;6.6;6199288;4.0;45929;4.6;109360;7.7;642396;1.1;1377436;10.6;D;D;0;X;26843824;2.3;3800834;1.2;1963481;1.6;214485;1.1;1622868;1.2;3608535;1.2;1829602;1.5;217574;0.9;1561359;1.3;367602;0.3;307021;0.4;60581;0.4;3081500;5.6;627784;14.8;60881;1.1;12719;4.6;17349;3.5;22183;4.9;177843;2.9;65258;2.9;755808;3.6;297041;2.2;50629;2.9;994005;9.6
0100000US;null;United States;325910;2022;20;null;Printing ink manufacturing;2018;4293160;0.5;636652;1.9;9961;0.8;6307;1.4;11691;1.2;320572;1.5;2704223;0.6;2575014;0.7;62159;3.5;6554;4.1;31785;1.2;28711;1.5;399422;1.1;D;D;0;X;1604992;1.8;684865;1.1;325060;1.5;83332;6.3;276473;2.5;720019;1.8;326226;2.2;98221;0.7;295572;2.4;34903;1.5;25540;2.0;9363;1.2;259847;3.4;26595;8.9;4699;3.6;D;D;D;D;6300;6.2;31562;3.7;14537;7.7;8163;9.0;25166;8.6;16033;6.7;118898;3.4
0100000US;null;United States;325920;2029;20;null;Explosives manufacturing;2018;2726368;3.4;489727;1.9;7469;1.7;4435;2.6;9403;1.2;238040;2.7;1088170;2.8;938491;3.3;83506;0.1;19091;0.8;23956;1.5;23125;0.1;365769;1.2;0;X;0;X;1657876;4.0;433124;2.6;87103;2.4;236204;1.5;109817;5.1;439110;2.0;117802;4.6;225182;0.7;96126;3.5;15960;7.4;10006;10.0;5955;5.3;172787;9.1;15551;0.4;1969;0.9;D;D;D;D;4057;2.8;34134;32.3;4773;12.2;890;4.6;26554;2.9;7703;12.2;67066;4.7
0100000US;null;United States;325991;2013;20;null;Custom compounding of purchased resins;2018;12142605;1.0;1204659;0.6;19048;0.9;13029;0.7;25578;0.9;609629;0.8;8368558;0.4;7894579;0.4;234773;1.2;39826;1.9;156371;2.0;43010;1.7;2065028;2.5;D;D;0;X;3839680;2.5;1374688;0.3;605955;0.2;104320;0.2;664413;0.5;1468247;0.4;651422;0.1;124485;0.2;692339;0.8;70911;0.6;54802;0.5;16109;1.3;603453;2.7;66292;14.8;5162;1.6;5340;0.6;5723;1.3;9018;2.7;89595;2.1;22600;4.2;11489;1.0;45494;0.8;26184;4.8;316556;2.1
0100000US;null;United States;325992;2029;20;null;Photographic film, paper, plate, and chemical manufacturing;2018;5951258;1.8;498374;4.1;8496;2.9;6028;3.3;10412;3.6;271377;4.5;3225987;1.9;2127606;2.4;1004118;0.7;31785;2.4;51690;13.6;10787(s);70.5;782490;5.9;D;D;D;D;2715459;2.1;813371;1.0;188458;2.0;236015;0.3;388898;1.3;824742;0.4;189262;1.3;225398;0.5;410082;0.5;18199;10.3;15809;9.3;2391;20.4;385359;5.7;26764;6.8;2626;4.9;7948;2.4;944;10.0;3659;8.9;35363;3.8;71693;1.4;4884(s);56.1;45109;9.8;20462;5.8;165907;6.2
